行政区,町名,丁目,番地,該当地域名１,該当地域名２,該当地域名３,該当地域会館名１,該当地域会館名２,該当地域会館名３,該当地域会館住所１,該当地域会館住所２,該当地域会館住所３,該当地域電話番号１,該当地域電話番号２,該当地域電話番号３,その他１
西区,南堀江,４丁目,９番,日吉（ひよし）,―,―,日吉会館,―,―,大阪市西区南堀江４－２２－８,―,―,０６－６５３４－０８０３,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,４丁目,１０番,日吉（ひよし）,―,―,日吉会館,―,―,大阪市西区南堀江４－２２－８,―,―,０６－６５３４－０８０３,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,４丁目,１１番,日吉（ひよし）,―,―,日吉会館,―,―,大阪市西区南堀江４－２２－８,―,―,０６－６５３４－０８０３,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,４丁目,１２番,日吉（ひよし）,―,―,日吉会館,―,―,大阪市西区南堀江４－２２－８,―,―,０６－６５３４－０８０３,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,４丁目,１３番,日吉（ひよし）,―,―,日吉会館,―,―,大阪市西区南堀江４－２２－８,―,―,０６－６５３４－０８０３,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,４丁目,１４番,日吉（ひよし）,―,―,日吉会館,―,―,大阪市西区南堀江４－２２－８,―,―,０６－６５３４－０８０３,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,４丁目,１５番,日吉（ひよし）,―,―,日吉会館,―,―,大阪市西区南堀江４－２２－８,―,―,０６－６５３４－０８０３,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,４丁目,１６番,堀江（ほりえ）,―,―,堀江会館,―,―,大阪市西区南堀江１－１３－２３,―,―,０６－６５４３－１０６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,４丁目,１７番,堀江（ほりえ）,―,―,堀江会館,―,―,大阪市西区南堀江１－１３－２３,―,―,０６－６５４３－１０６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,４丁目,１８番,日吉（ひよし）,―,―,日吉会館,―,―,大阪市西区南堀江４－２２－８,―,―,０６－６５３４－０８０３,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,４丁目,１９番,日吉（ひよし）,―,―,日吉会館,―,―,大阪市西区南堀江４－２２－８,―,―,０６－６５３４－０８０３,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,４丁目,２０番,堀江（ほりえ）,―,―,堀江会館,―,―,大阪市西区南堀江１－１３－２３,―,―,０６－６５４３－１０６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,４丁目,２１番,堀江（ほりえ）,日吉（ひよし）,―,堀江会館,日吉会館,―,大阪市西区南堀江１－１３－２３,大阪市西区南堀江４－２２－８,―,０６－６５４３－１０６０,０６－６５３４－０８０３,―,地域の境目のため、対象地域が複数にまたがっています。詳しくは西区役所地域支援課（０６－６５３２－９７３４）までお問い合わせください。
西区,南堀江,４丁目,２２番,日吉（ひよし）,―,―,日吉会館,―,―,大阪市西区南堀江４－２２－８,―,―,０６－６５３４－０８０３,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,４丁目,２３番,日吉（ひよし）,―,―,日吉会館,―,―,大阪市西区南堀江４－２２－８,―,―,０６－６５３４－０８０３,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,４丁目,２４番,日吉（ひよし）,―,―,日吉会館,―,―,大阪市西区南堀江４－２２－８,―,―,０６－６５３４－０８０３,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,４丁目,２５番,日吉（ひよし）,―,―,日吉会館,―,―,大阪市西区南堀江４－２２－８,―,―,０６－６５３４－０８０３,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,４丁目,２６番,日吉（ひよし）,―,―,日吉会館,―,―,大阪市西区南堀江４－２２－８,―,―,０６－６５３４－０８０３,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,４丁目,２７番,日吉（ひよし）,―,―,日吉会館,―,―,大阪市西区南堀江４－２２－８,―,―,０６－６５３４－０８０３,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,４丁目,２８番,日吉（ひよし）,―,―,日吉会館,―,―,大阪市西区南堀江４－２２－８,―,―,０６－６５３４－０８０３,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,４丁目,２９番,日吉（ひよし）,―,―,日吉会館,―,―,大阪市西区南堀江４－２２－８,―,―,０６－６５３４－０８０３,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,４丁目,３０番,日吉（ひよし）,―,―,日吉会館,―,―,大阪市西区南堀江４－２２－８,―,―,０６－６５３４－０８０３,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,４丁目,３１番,堀江（ほりえ）,日吉（ひよし）,―,堀江会館,日吉会館,―,大阪市西区南堀江１－１３－２３,大阪市西区南堀江４－２２－８,―,０６－６５４３－１０６０,０６－６５３４－０８０３,―,地域の境目のため、対象地域が複数にまたがっています。詳しくは西区役所地域支援課（０６－６５３２－９７３４）までお問い合わせください。
西区,南堀江,４丁目,３２番,日吉（ひよし）,―,―,日吉会館,―,―,大阪市西区南堀江４－２２－８,―,―,０６－６５３４－０８０３,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,４丁目,３３番,日吉（ひよし）,―,―,日吉会館,―,―,大阪市西区南堀江４－２２－８,―,―,０６－６５３４－０８０３,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
